ROUTEVIEWS_COLLECTOR|AS_NUMBER|PEERING_ADDRESS|PREFIXES|CC|REGION|ASNAME
route-views.sydney.routeviews.org|199524|2001:de8:6::19:9524:1|179884|LU|ripencc|GCORE, LU
route-views.sydney.routeviews.org|398465|2001:de8:6::39:8465:1|184563|US|arin |RACKDOG-LLC, US
route-views.telxatl.routeviews.org|19151|198.32.132.12|920130|US|arin |BBO-1, US
route-views.telxatl.routeviews.org|4181|198.32.132.28|912302|US|arin |TDS-AS, US
route-views.telxatl.routeviews.org|6939|198.32.132.75|936259|US|arin |HURRICANE, US
route-views.telxatl.routeviews.org|53274|198.32.132.84|21|US|arin |SKYRUNNER-INC, US
route-views.telxatl.routeviews.org|33132|198.32.132.88|401|US|arin |FIBERNET-DIRECT, US
route-views.telxatl.routeviews.org|16700|198.32.132.114|17|US|arin |CNSNEXT, US
route-views.telxatl.routeviews.org|13760|198.32.132.129|918564|US|arin |UNITI-FIBER, US
route-views.telxatl.routeviews.org|6082|198.32.132.152|913802|US|arin |IPIFONY-AS, US
route-views.telxatl.routeviews.org|53828|198.32.132.155|915318|US|arin |NITEL, US
route-views.telxatl.routeviews.org|26744|198.32.132.167|323|US|arin |PCL, US
route-views.telxatl.routeviews.org|199524|198.32.132.241|918422|LU|ripencc|GCORE, LU
route-views.telxatl.routeviews.org|19151|2001:478:132::12|177886|US|arin |BBO-1, US
route-views.telxatl.routeviews.org|4181|2001:478:132::28|183240|US|arin |TDS-AS, US
route-views.telxatl.routeviews.org|6939|2001:478:132::75|181231|US|arin |HURRICANE, US
route-views.telxatl.routeviews.org|53274|2001:478:132::84|6|US|arin |SKYRUNNER-INC, US
route-views.telxatl.routeviews.org|33132|2001:478:132::88|47|US|arin |FIBERNET-DIRECT, US
route-views.telxatl.routeviews.org|16700|2001:478:132::114|2|US|arin |CNSNEXT, US
route-views.telxatl.routeviews.org|13760|2001:478:132::129|176847|US|arin |UNITI-FIBER, US
route-views.telxatl.routeviews.org|6082|2001:478:132::152|171183|US|arin |IPIFONY-AS, US
route-views.telxatl.routeviews.org|53828|2001:478:132::155|184008|US|arin |NITEL, US
route-views.telxatl.routeviews.org|26744|2001:478:132::167|7|US|arin |PCL, US
route-views.telxatl.routeviews.org|199524|2001:478:132::241|176183|LU|ripencc|GCORE, LU
route-views.uaeix.routeviews.org|48237|185.1.8.3|1218|SA|ripencc|MOBILY-AS, SA
route-views.uaeix.routeviews.org|42473|185.1.8.11|950423|AT|ripencc|AS-ANEXIA ANEXIA Internetdienstleistungs GmbH, AT
route-views.uaeix.routeviews.org|5583|185.1.8.12|4|FR|ripencc|ORANGE-BUSINESS-SERVICES-BENELUX Orange Business Services formerly Equant AS for BENELUX, FR
route-views.uaeix.routeviews.org|4455|185.1.8.13|8|GB|ripencc|BSO, GB
route-views.uaeix.routeviews.org|57187|185.1.8.17|157|AE|ripencc|DATAMENA-ASN, AE
route-views.uaeix.routeviews.org|60924|185.1.8.23|930813|IE|ripencc|ORIXCOM, IE
route-views.uaeix.routeviews.org|29357|185.1.8.29|250|KW|ripencc|WATANIYATELECOM-AS, KW
route-views.uaeix.routeviews.org|60051|185.1.8.42|967|AE|ripencc|EARTHLINK-DMCC, AE
route-views.uaeix.routeviews.org|45102|185.1.8.47|10|CN|apnic |ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN
route-views.uaeix.routeviews.org|51375|185.1.8.53|300|BH|ripencc|VIVA, BH
route-views.uaeix.routeviews.org|35313|185.1.8.58|21|BH|ripencc|BH-INFONAS-ASN, BH
route-views.uaeix.routeviews.org|49544|185.1.8.59|926900|NL|ripencc|I3DNET, NL
route-views.uaeix.routeviews.org|21859|185.1.8.61|58|US|arin |ZEN-ECN, US
route-views.uaeix.routeviews.org|60924|185.1.8.65|930813|IE|ripencc|ORIXCOM, IE
route-views.uaeix.routeviews.org|21245|185.1.8.68|0|TR|ripencc|MEDIANOVA-CDN, TR
route-views.uaeix.routeviews.org|35753|185.1.8.85|821|SA|ripencc|ITC ITC AS number, SA
route-views.uaeix.routeviews.org|49832|185.1.8.103|130787|AE|ripencc|AS-QBIC, AE
route-views.uaeix.routeviews.org|199524|185.1.8.114|931715|LU|ripencc|GCORE, LU
route-views.uaeix.routeviews.org|61374|185.1.8.250|120846|DE|ripencc|UAEIX-AS UAE-IX Route Servers, DE
route-views.uaeix.routeviews.org|61374|185.1.8.251|120837|DE|ripencc|UAEIX-AS UAE-IX Route Servers, DE
route-views.uaeix.routeviews.org|4455|2001:7f8:73::1167:0:1|3|GB|ripencc|BSO, GB
route-views.uaeix.routeviews.org|5583|2001:7f8:73::15cf:0:1|1|FR|ripencc|ORANGE-BUSINESS-SERVICES-BENELUX Orange Business Services formerly Equant AS for BENELUX, FR
route-views.uaeix.routeviews.org|16509|2001:7f8:73::407d:0:1|832|US|arin |AMAZON-02, US
route-views.uaeix.routeviews.org|21245|2001:7f8:73::52fd:0:1|0|TR|ripencc|MEDIANOVA-CDN, TR
route-views.uaeix.routeviews.org|21859|2001:7f8:73::5563:0:1|11|US|arin |ZEN-ECN, US
route-views.uaeix.routeviews.org|29357|2001:7f8:73::72ad:0:1|67|KW|ripencc|WATANIYATELECOM-AS, KW
route-views.uaeix.routeviews.org|35753|2001:7f8:73::8ba9:0:2|85|SA|ripencc|ITC ITC AS number, SA
route-views.uaeix.routeviews.org|48237|2001:7f8:73::8beb:0:1|3|SA|ripencc|MOBILY-AS, SA
route-views.uaeix.routeviews.org|42473|2001:7f8:73::a5e9:0:1|187830|AT|ripencc|AS-ANEXIA ANEXIA Internetdienstleistungs GmbH, AT
route-views.uaeix.routeviews.org|49544|2001:7f8:73::c188:0:1|178404|NL|ripencc|I3DNET, NL
route-views.uaeix.routeviews.org|49832|2001:7f8:73::c2a8:0:3|49655|AE|ripencc|AS-QBIC, AE
route-views.uaeix.routeviews.org|60051|2001:7f8:73::c616:0:2|15|AE|ripencc|EARTHLINK-DMCC, AE
route-views.uaeix.routeviews.org|57187|2001:7f8:73::df63:0:2|15|AE|ripencc|DATAMENA-ASN, AE
route-views.uaeix.routeviews.org|60924|2001:7f8:73::edfc:0:1|186106|IE|ripencc|ORIXCOM, IE
route-views.uaeix.routeviews.org|60924|2001:7f8:73::edfc:0:2|186106|IE|ripencc|ORIXCOM, IE
route-views.uaeix.routeviews.org|61374|2001:7f8:73::efbe:fa:1|48717|DE|ripencc|UAEIX-AS UAE-IX Route Servers, DE
route-views.uaeix.routeviews.org|61374|2001:7f8:73::efbe:fb:1|48715|DE|ripencc|UAEIX-AS UAE-IX Route Servers, DE
route-views.uaeix.routeviews.org|199524|2001:7f8:73:0:3:b64:0:1|189508|LU|ripencc|GCORE, LU
route-views.wide.routeviews.org|4777|202.249.2.20|4|JP|apnic |APNIC-NSPIXP2-AS Asia Pacific Network Information Centre, JP
route-views.wide.routeviews.org|2500|202.249.2.83|1803|JP|apnic |WIDE-BB WIDE Project, JP
route-views.wide.routeviews.org|7500|202.249.2.86|946933|JP|apnic |M-ROOT-DNS WIDE Project, JP
route-views.wide.routeviews.org|2497|202.249.2.169|917527|JP|apnic |IIJ Internet Initiative Japan Inc., JP
route-views2.routeviews.org|7018|12.0.1.63|911472|US|arin |ATT-INTERNET4, US
route-views2.routeviews.org|57866|37.139.139.17|914097|NL|ripencc|FUSIX-AS, NL
route-views2.routeviews.org|22652|45.61.0.85|915739|CA|arin |FIBRENOIRE-INTERNET, CA
route-views2.routeviews.org|1299|62.115.128.137|893266|SE|ripencc|TWELVE99 Arelion, fka Telia Carrier, SE
route-views2.routeviews.org|6939|64.71.137.241|936266|US|arin |HURRICANE, US
route-views2.routeviews.org|8492|85.114.0.217|927265|RU|ripencc|OBIT-AS OBIT Ltd., RU
route-views2.routeviews.org|57463|87.121.64.4|409106|BG|ripencc|NETIX, BG
route-views2.routeviews.org|3257|89.149.178.10|911613|US|ripencc|GTT-BACKBONE GTT, US
route-views2.routeviews.org|49788|91.218.184.60|916969|NO|ripencc|NEXTHOP, NO
route-views2.routeviews.org|34224|94.156.252.18|940450|BG|ripencc|NETERRA-AS, BG
route-views2.routeviews.org|11686|96.4.0.55|928461|US|arin |ENA, US
route-views2.routeviews.org|37100|105.16.0.247|915063|MU|afrinic|SEACOM-AS, MU
route-views2.routeviews.org|2914|129.250.1.71|912009|US|arin |NTT-LTD-2914, US
route-views2.routeviews.org|2152|137.164.16.84|914652|US|arin |CSUNET-NW, US
route-views2.routeviews.org|20130|140.192.8.16|938303|US|arin |DEPAUL, US
route-views2.routeviews.org|1239|144.228.241.130|60513|US|arin |SPRINTLINK, US
route-views2.routeviews.org|3130|147.28.7.1|910881|EE|ripencc|RGNET-SEA RGnet Seattle Westin, EE
route-views2.routeviews.org|3130|147.28.7.2|910877|EE|ripencc|RGNET-SEA RGnet Seattle Westin, EE
route-views2.routeviews.org|53767|162.251.163.2|157533|US|arin |ICASTCENTER, US
route-views2.routeviews.org|11537|163.253.3.14|23198|US|arin |INTERNET2-RESEARCH-EDU, US
route-views2.routeviews.org|3741|168.209.255.56|916787|ZA|afrinic|IS, ZA
route-views2.routeviews.org|5413|194.153.0.253|913817|GB|ripencc|AS5413, GB
route-views2.routeviews.org|1403|198.58.198.252|912773|CA|arin |EBOX, CA
route-views2.routeviews.org|293|198.129.33.85|938605|US|arin |ESNET, US
route-views2.routeviews.org|18106|202.73.40.45|942859|SG|apnic |VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG
route-views2.routeviews.org|24441|202.93.8.242|726|KH|apnic |CITYLINK-AS-KH CityLink Corporation, LTD, KH
route-views2.routeviews.org|2497|202.232.0.3|917781|JP|apnic |IIJ Internet Initiative Japan Inc., JP
route-views2.routeviews.org|23673|203.189.128.233|955644|KH|apnic |ONLINE-AS Cogetel Online, Cambodia, ISP, KH
route-views2.routeviews.org|3561|206.24.210.80|910479|US|arin |CENTURYLINK-LEGACY-SAVVIS, US
route-views2.routeviews.org|3549|208.51.134.246|911229|US|arin |LVLT-3549, US
route-views2.routeviews.org|3549|208.51.134.255|912193|US|arin |LVLT-3549, US
route-views2.routeviews.org|20912|212.66.96.126|915752|IT|ripencc|ASN-PANSERVICE, IT
route-views2.routeviews.org|3303|217.192.89.50|934885|CH|ripencc|SWISSCOM Swisscom Switzerland Ltd, CH
route-views2.saopaulo.routeviews.org|52468|187.16.208.180|374|PA|lacnic |UFINET PANAMA S.A., PA
route-views2.saopaulo.routeviews.org|28352|187.16.209.23|70|BR|lacnic |NETSPEED LTDA, BR
route-views2.saopaulo.routeviews.org|271253|187.16.209.34|914452|BR|lacnic |LINK BRASIL TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|28352|187.16.209.149|43|BR|lacnic |NETSPEED LTDA, BR
route-views2.saopaulo.routeviews.org|271253|187.16.209.243|923137|BR|lacnic |LINK BRASIL TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|61595|187.16.210.50|937301|BR|lacnic |TELIC TECHNOLOGIES, BR
route-views2.saopaulo.routeviews.org|268560|187.16.213.13|7|BR|lacnic |VIPTELECOM INTERNET BANDA LARGA EIRELI - ME, BR
route-views2.saopaulo.routeviews.org|60503|187.16.214.32|84743|BR|ripencc|FNXTEC, BR
route-views2.saopaulo.routeviews.org|53427|187.16.214.101|1|US|arin |
route-views2.saopaulo.routeviews.org|52694|187.16.216.13|631441|BR|lacnic |NEXSUL TELECOM LTDA, BR
route-views2.saopaulo.routeviews.org|16509|187.16.216.95|525|US|arin |AMAZON-02, US
route-views2.saopaulo.routeviews.org|28329|187.16.216.232|929534|BR|lacnic |G8 NETWORKS LTDA, BR
route-views2.saopaulo.routeviews.org|28329|187.16.217.27|929750|BR|lacnic |G8 NETWORKS LTDA, BR
route-views2.saopaulo.routeviews.org|1031|187.16.217.158|923068|US|arin |PEER-1-INTERNET, US
route-views2.saopaulo.routeviews.org|13786|187.16.217.161|113889|US|arin |SEABRAS-1, US
route-views2.saopaulo.routeviews.org|16509|187.16.217.163|525|US|arin |AMAZON-02, US
route-views2.saopaulo.routeviews.org|7195|187.16.217.238|12401|CO|lacnic |EDGEUNO SAS, CO
route-views2.saopaulo.routeviews.org|267056|187.16.218.12|37|BR|lacnic |EVEREST RIDGE DO BRASIL LTDA, BR
route-views2.saopaulo.routeviews.org|268207|187.16.218.81|14|BR|lacnic |RVT SERVICOS DE TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|268976|187.16.218.138|931106|BR|lacnic |Weclix Telecom SA, BR
route-views2.saopaulo.routeviews.org|263009|187.16.218.226|370837|BR|lacnic |FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org|61832|187.16.219.20|935853|BR|lacnic |DB3 SERVICOS DE TELECOMUNICACOES S.A, BR
route-views2.saopaulo.routeviews.org|16552|187.16.219.29|930807|US|arin |TIGGEE, US
route-views2.saopaulo.routeviews.org|28186|187.16.219.51|927520|BR|lacnic |ITS TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|268551|187.16.219.76|4|BR|lacnic |DMC TELECOM, BR
route-views2.saopaulo.routeviews.org|52863|187.16.219.162|917135|BR|lacnic |UPX TECNOLOGIA LTDA, BR
route-views2.saopaulo.routeviews.org|263541|187.16.219.247|935807|BR|lacnic |IMF NETWORK DATA LTDA - ME, BR
route-views2.saopaulo.routeviews.org|267613|187.16.220.80|927996|BR|lacnic |ELETRONET S.A., BR
route-views2.saopaulo.routeviews.org|52873|187.16.220.216|928311|BR|lacnic |Softdados Telecomunicacoes, BR
route-views2.saopaulo.routeviews.org|49544|187.16.220.229|924819|NL|ripencc|I3DNET, NL
route-views2.saopaulo.routeviews.org|61573|187.16.221.27|936646|BR|lacnic |IP TELECOM BRASIL, BR
route-views2.saopaulo.routeviews.org|6057|187.16.221.67|936716|UY|lacnic |Administracion Nacional de Telecomunicaciones, UY
route-views2.saopaulo.routeviews.org|16509|187.16.221.99|0|US|arin |AMAZON-02, US
route-views2.saopaulo.routeviews.org|265187|187.16.221.155|79998|BR|lacnic |STEEL WEB PROVEDORES DE ACESSO LTDA, BR
route-views2.saopaulo.routeviews.org|37468|187.16.221.193|48374|AO|afrinic|ANGOLA-CABLES, AO
route-views2.saopaulo.routeviews.org|264409|187.16.221.229|808102|BR|lacnic |GRUPO YAX, BR
route-views2.saopaulo.routeviews.org|16509|187.16.221.239|525|US|arin |AMAZON-02, US
route-views2.saopaulo.routeviews.org|199524|187.16.222.16|926516|LU|ripencc|GCORE, LU
route-views2.saopaulo.routeviews.org|263237|187.16.222.45|1036|CL|lacnic |PowerHost Telecom SPA, CL
route-views2.saopaulo.routeviews.org|262507|187.16.222.105|6|BR|lacnic |Global Osi Brasil Telecomunicacoes e Conectividade, BR
route-views2.saopaulo.routeviews.org|264479|187.16.222.156|951631|BR|lacnic |Turbozone Internet, BR
route-views2.saopaulo.routeviews.org|262791|187.16.222.168|928538|BR|lacnic |EMI NET TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|263009|187.16.222.221|927719|BR|lacnic |FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org|199524|187.16.222.229|926518|LU|ripencc|GCORE, LU
route-views2.saopaulo.routeviews.org|262757|187.16.223.117|58|BR|lacnic |Insidesign Tecnologia Ltda EPP, BR
route-views2.saopaulo.routeviews.org|52694|2001:12f8::13|136581|BR|lacnic |NEXSUL TELECOM LTDA, BR
route-views2.saopaulo.routeviews.org|16509|2001:12f8::95|142|US|arin |AMAZON-02, US
route-views2.saopaulo.routeviews.org|28329|2001:12f8::232|188085|BR|lacnic |G8 NETWORKS LTDA, BR
route-views2.saopaulo.routeviews.org|52468|2001:12f8::208:180|176120|PA|lacnic |UFINET PANAMA S.A., PA
route-views2.saopaulo.routeviews.org|28352|2001:12f8::209:23|8|BR|lacnic |NETSPEED LTDA, BR
route-views2.saopaulo.routeviews.org|271253|2001:12f8::209:34|184162|BR|lacnic |LINK BRASIL TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|28352|2001:12f8::209:149|8|BR|lacnic |NETSPEED LTDA, BR
route-views2.saopaulo.routeviews.org|271253|2001:12f8::209:243|177857|BR|lacnic |LINK BRASIL TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|61595|2001:12f8::210:50|187526|BR|lacnic |TELIC TECHNOLOGIES, BR
route-views2.saopaulo.routeviews.org|268560|2001:12f8::213:13|5|BR|lacnic |VIPTELECOM INTERNET BANDA LARGA EIRELI - ME, BR
route-views2.saopaulo.routeviews.org|60503|2001:12f8::214:32|21948|BR|ripencc|FNXTEC, BR
route-views2.saopaulo.routeviews.org|53427|2001:12f8::214:101|1|US|arin |
route-views2.saopaulo.routeviews.org|28329|2001:12f8::217:27|188093|BR|lacnic |G8 NETWORKS LTDA, BR
route-views2.saopaulo.routeviews.org|13786|2001:12f8::217:161|27589|US|arin |SEABRAS-1, US
route-views2.saopaulo.routeviews.org|16509|2001:12f8::217:163|142|US|arin |AMAZON-02, US
route-views2.saopaulo.routeviews.org|7195|2001:12f8::217:238|4740|CO|lacnic |EDGEUNO SAS, CO
route-views2.saopaulo.routeviews.org|267056|2001:12f8::218:12|2|BR|lacnic |EVEREST RIDGE DO BRASIL LTDA, BR
route-views2.saopaulo.routeviews.org|268207|2001:12f8::218:81|2|BR|lacnic |RVT SERVICOS DE TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|268976|2001:12f8::218:138|186152|BR|lacnic |Weclix Telecom SA, BR
route-views2.saopaulo.routeviews.org|263009|2001:12f8::218:226|81251|BR|lacnic |FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org|61832|2001:12f8::219:20|41766|BR|lacnic |DB3 SERVICOS DE TELECOMUNICACOES S.A, BR
route-views2.saopaulo.routeviews.org|16552|2001:12f8::219:29|186300|US|arin |TIGGEE, US
route-views2.saopaulo.routeviews.org|28186|2001:12f8::219:51|178926|BR|lacnic |ITS TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|268551|2001:12f8::219:76|1|BR|lacnic |DMC TELECOM, BR
route-views2.saopaulo.routeviews.org|52863|2001:12f8::219:162|184884|BR|lacnic |UPX TECNOLOGIA LTDA, BR
route-views2.saopaulo.routeviews.org|263541|2001:12f8::219:247|185186|BR|lacnic |IMF NETWORK DATA LTDA - ME, BR
route-views2.saopaulo.routeviews.org|267613|2001:12f8::220:80|179786|BR|lacnic |ELETRONET S.A., BR
route-views2.saopaulo.routeviews.org|52873|2001:12f8::220:216|185933|BR|lacnic |Softdados Telecomunicacoes, BR
route-views2.saopaulo.routeviews.org|49544|2001:12f8::220:229|178802|NL|ripencc|I3DNET, NL
route-views2.saopaulo.routeviews.org|61573|2001:12f8::221:27|180146|BR|lacnic |IP TELECOM BRASIL, BR
route-views2.saopaulo.routeviews.org|6057|2001:12f8::221:67|185224|UY|lacnic |Administracion Nacional de Telecomunicaciones, UY
route-views2.saopaulo.routeviews.org|16509|2001:12f8::221:99|0|US|arin |AMAZON-02, US
route-views2.saopaulo.routeviews.org|265187|2001:12f8::221:155|20311|BR|lacnic |STEEL WEB PROVEDORES DE ACESSO LTDA, BR
route-views2.saopaulo.routeviews.org|37468|2001:12f8::221:193|14993|AO|afrinic|ANGOLA-CABLES, AO
route-views2.saopaulo.routeviews.org|264409|2001:12f8::221:229|177698|BR|lacnic |GRUPO YAX, BR
route-views2.saopaulo.routeviews.org|16509|2001:12f8::221:239|142|US|arin |AMAZON-02, US
route-views2.saopaulo.routeviews.org|199524|2001:12f8::222:16|186155|LU|ripencc|GCORE, LU
route-views2.saopaulo.routeviews.org|263237|2001:12f8::222:45|258|CL|lacnic |PowerHost Telecom SPA, CL
route-views2.saopaulo.routeviews.org|262507|2001:12f8::222:105|1|BR|lacnic |Global Osi Brasil Telecomunicacoes e Conectividade, BR
route-views2.saopaulo.routeviews.org|264479|2001:12f8::222:156|0|BR|lacnic |Turbozone Internet, BR
route-views2.saopaulo.routeviews.org|262791|2001:12f8::222:168|178298|BR|lacnic |EMI NET TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|263009|2001:12f8::222:221|185298|BR|lacnic |FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org|199524|2001:12f8::222:229|186155|LU|ripencc|GCORE, LU
route-views3.routeviews.org|8289|5.157.4.250|201539|SE|ripencc|DND-GLOBAL-PEERING, SE
route-views3.routeviews.org|63927|43.226.4.1|918820|HK|apnic |RISE-HK RISE, HK
route-views3.routeviews.org|6939|64.71.137.241|936259|US|arin |HURRICANE, US
route-views3.routeviews.org|23367|64.250.124.15|913256|US|arin |AS-ADN, US
route-views3.routeviews.org|19653|67.219.192.5|937882|US|arin |CTSTELECOM, US
route-views3.routeviews.org|40387|72.36.126.8|941430|US|arin |UI-ICCN, US
route-views3.routeviews.org|5650|74.40.7.35|912308|US|arin |FRONTIER-FRTR, US
route-views3.routeviews.org|39120|89.21.210.85|937668|IT|ripencc|CONVERGENZE-AS ISP services in Italy, IT
route-views3.routeviews.org|3257|89.149.178.10|911614|US|ripencc|GTT-BACKBONE GTT, US
route-views3.routeviews.org|134640|103.22.205.101|5|ID|apnic |IDNIC-DCI-AS-ID PT DCI Indonesia, ID
route-views3.routeviews.org|14315|104.251.122.1|912348|US|arin |1GSERVERS, US
route-views3.routeviews.org|46450|158.106.197.135|913271|US|arin |PILOT, US
route-views3.routeviews.org|55222|162.211.99.255|938358|CA|arin |9219-1568QUEBEC-NET7777, CA
route-views3.routeviews.org|11537|163.253.3.22|23198|US|arin |INTERNET2-RESEARCH-EDU, US
route-views3.routeviews.org|61568|190.15.124.18|950128|BR|lacnic |ALOO TELECOM - FSF TECNOLOGIA SA, BR
route-views3.routeviews.org|22388|192.203.115.1|19177|US|arin |TRANSPAC, US
route-views3.routeviews.org|3292|195.215.109.247|913356|DK|ripencc|TDC TDC AS, DK
route-views3.routeviews.org|3216|195.239.77.236|919175|RU|ripencc|SOVAM-AS, RU
route-views3.routeviews.org|3216|195.239.252.124|920733|RU|ripencc|SOVAM-AS, RU
route-views3.routeviews.org|396390|198.71.45.193|18098|US|arin |INDIANA-UNIVERSITY-NEAAR, US
route-views3.routeviews.org|263237|200.73.119.254|14|CL|lacnic |PowerHost Telecom SPA, CL
route-views3.routeviews.org|38001|202.150.221.33|921417|SG|apnic |NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG
route-views3.routeviews.org|9268|203.62.187.102|942971|AU|apnic |OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views3.routeviews.org|9268|203.62.187.103|942971|AU|apnic |OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views3.routeviews.org|209|205.171.3.54|910630|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views3.routeviews.org|209|205.171.8.123|910566|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views3.routeviews.org|209|205.171.200.245|910566|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views3.routeviews.org|3561|206.24.210.80|910474|US|arin |CENTURYLINK-LEGACY-SAVVIS, US
route-views3.routeviews.org|23367|206.198.182.15|912838|US|arin |AS-ADN, US
route-views3.routeviews.org|5645|206.248.155.130|910629|CA|arin |TEKSAVVY, CA
route-views3.routeviews.org|40630|208.94.118.10|935970|US|arin |GRIDFURY-AS, US
route-views3.routeviews.org|45352|210.5.41.225|932361|MY|apnic |IPSERVERONE-AS-AP IP ServerOne Solutions Sdn Bhd, MY
route-views3.routeviews.org|396390|2001:468:2900::2|6191|US|arin |INDIANA-UNIVERSITY-NEAAR, US
route-views3.routeviews.org|63927|2401:da80::1|44809|HK|apnic |RISE-HK RISE, HK
route-views3.routeviews.org|139317|2406:840:10::1|139920|CN|apnic |ZX-AS-AP Ningbo Dahuamao Information Technology Co Ltd, CN
route-views3.routeviews.org|38001|2406:f400:8:35::1|180317|SG|apnic |NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG
route-views3.routeviews.org|141237|2602:fed2:fc0:e4::1|376|HK|apnic |MOECAST-AS-HK Moecast Network, HK
route-views3.routeviews.org|38136|2604:9cc0:1:c::2|184117|HK|apnic |AKARI-NETWORKS-AS-AP Akari Networks, HK
route-views3.routeviews.org|23367|2605:1080:1:f00::15|184730|US|arin |AS-ADN, US
route-views3.routeviews.org|23367|2605:1080:2:f00::15|184912|US|arin |AS-ADN, US
route-views3.routeviews.org|19653|2605:8200::5|185586|US|arin |CTSTELECOM, US
route-views3.routeviews.org|14315|2605:8340:0:8::1|90798|US|arin |1GSERVERS, US
route-views3.routeviews.org|46450|2606:3580:fc00:102::1|182208|US|arin |PILOT, US
route-views3.routeviews.org|5645|2607:f2c0:1::7|176083|CA|arin |TEKSAVVY, CA
route-views3.routeviews.org|40630|2607:ff18:1::a|181221|US|arin |GRIDFURY-AS, US
route-views3.routeviews.org|22388|2620:f5:8000:a001::1|6436|US|arin |TRANSPAC, US
route-views3.routeviews.org|202365|2a00:1ca8:2a::e0|185214|TR|ripencc|CHRONOS, TR
route-views3.routeviews.org|39120|2a01:9a80:0:3::2|187276|IT|ripencc|CONVERGENZE-AS ISP services in Italy, IT
route-views4.routeviews.org|56665|31.204.91.150|922405|LU|ripencc|TANGO-TELINDUS, LU
route-views4.routeviews.org|63956|45.112.244.1|922746|AU|apnic |INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
route-views4.routeviews.org|1299|62.115.129.134|893045|SE|ripencc|TWELVE99 Arelion, fka Telia Carrier, SE
route-views4.routeviews.org|39120|89.21.210.87|0|IT|ripencc|CONVERGENZE-AS ISP services in Italy, IT
route-views4.routeviews.org|39120|94.101.60.147|86|IT|ripencc|CONVERGENZE-AS ISP services in Italy, IT
route-views4.routeviews.org|58682|103.15.40.17|90517|BD|apnic |LEVEL3-BD Level3 Carrier Ltd., BD
route-views4.routeviews.org|63956|103.52.116.4|923335|AU|apnic |INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
route-views4.routeviews.org|133950|103.96.117.253|942609|NZ|apnic |HOOPLAHOSTING-AS-AP Hoopla Hosting Limited, NZ
route-views4.routeviews.org|58511|103.247.3.36|925510|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views4.routeviews.org|58511|103.247.3.143|925519|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views4.routeviews.org|36236|104.225.4.202|947074|US|arin |NETACTUATE, US
route-views4.routeviews.org|34288|109.233.180.32|935772|CH|ripencc|AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH
route-views4.routeviews.org|45437|114.141.109.44|907874|AU|apnic |RWTS-AS-AP Real World - The Core, AU
route-views4.routeviews.org|38726|119.18.185.44|923445|VN|apnic |VTCDIGICOM-AS-VN VTC DIGICOM, VN
route-views4.routeviews.org|2914|129.250.1.248|912009|US|arin |NTT-LTD-2914, US
route-views4.routeviews.org|1351|132.198.255.254|947538|US|arin |UVM-EDU-AS, US
route-views4.routeviews.org|2518|133.205.1.142|919341|JP|apnic |BIGLOBE BIGLOBE Inc., JP
route-views4.routeviews.org|19782|149.165.255.64|28226|US|arin |INDIANAGIGAPOP, US
route-views4.routeviews.org|19782|149.165.255.65|28226|US|arin |INDIANAGIGAPOP, US
route-views4.routeviews.org|32653|154.72.103.192|188009|ZA|afrinic|ENETWORKS, ZA
route-views4.routeviews.org|204028|185.118.196.1|927674|DE|ripencc|DOLPHINIT, DE
route-views4.routeviews.org|61138|185.121.168.1|926365|US|ripencc|ZAPPIE-HOST-AS Zappie Host, US
route-views4.routeviews.org|14041|192.43.217.142|912150|US|arin |AS14041, US
